,subject,predicate,rtype,object,operations,support_sentence
229,SultanaTopping,hasSpiciness,some,Medium,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The description notes that SultanaTopping has ""a moderate level of spiciness"" which implies its spiciness should be restricted to the Medium value from the Spiciness value partition.']"
230,SundriedTomatoTopping,hasSpiciness,exactly,Mild,"{'remove': True, 'variant_rtype': ['some', 'only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['Known for its sun-dried preparation method, it brings a mild spiciness that enhances the overall taste without overwhelming the palate.']"
231,SweetPepperTopping,hasSpiciness,only,Mild,"{'remove': True, 'variant_rtype': ['some'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(The description states that this topping ""adds a burst of color and a gentle sweetness … without introducing any heat"" and is ""known for its mildness,"" which supports restricting its spiciness level to Mild.)']"
232,ThinAndCrispyBase,isBaseOf,only,Pizza,"{'remove': True, 'variant_rtype': ['some'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","[""The description explains that this base 'serves as a delicate foundation for a variety of toppings' and is used for creating a 'satisfying yet airy pizza,' which implies that any pizza using this base should belong to the Pizza class.""]"
233,ThinAndCrispyPizza,hasBase,some,ThinAndCrispyBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The description highlights that this pizza “features a delicate, crispy crust that is both thin and light” and mentions “the base is specially crafted to achieve a perfect balance of texture and flavor,” which aligns with using a ThinAndCrispyBase as defined in the class hierarchy.']"
234,Thing,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The class hierarchy indicates that pizzas (a subset of Thing) are constructed on a base—with PizzaBase defined as a concept that includes types like DeepPanBase and ThinAndCrispyBase, implying its necessity.']"
235,Thing,hasTopping,some,PizzaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['Many instances under Thing are pizzas, and the hierarchy elaborates a rich subdivision of PizzaTopping (e.g., TomatoTopping, MushroomTopping), showing that having at least one topping is an essential aspect of these items.']"
236,TobascoPepperSauce,hasSpiciness,some,Hot,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""Known for its intense heat that can elevate the taste experience, indicating a hot spiciness level."")']"
237,TobascoPepperSauce,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['(""Often drizzled over pizza, which shows that it functions as a topping on pizza."")']"
238,TomatoTopping,hasSpiciness,some,Mild,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""offering a mild taste that enhances the overall experience without overwhelming the palate"")']"
239,UnclosedPizza,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""the base of this pizza is essential, providing the necessary support for all the delicious ingredients piled on top"")']"
240,UnclosedPizza,hasIngredient,some,MozzarellaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': ['hasTopping'], 'generalize': ['CheeseTopping'], 'specialize': []}","['(""A key ingredient is the presence of mozzarella, which adds a creamy and rich flavor that complements the other toppings beautifully"")']"
241,ValuePartition,hasSpiciness,some,Spiciness,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['The class description explains that the total value of a pizza is divided based on various criteria—including factors like spiciness—and the class hierarchy associates ValuePartition with Spiciness, making a restriction via hasSpiciness appropriate.']"
242,VegetableTopping,isToppingOf,some,Pizza,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['Food'], 'specialize': []}","['(""A delightful addition to any pizza"" indicates that every VegetableTopping is intended to be used on a pizza.)']"
243,VegetarianPizza,hasTopping,only,VegetableTopping,"{'remove': True, 'variant_rtype': ['some'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['This type of pizza is crafted without any fish or meat toppings, and when toppings are used, they are drawn from the variety (vegetables) that adheres to vegetarian principles.']"
244,VegetarianPizzaEquivalent1,hasTopping,only,VegetableTopping,"{'remove': True, 'variant_rtype': ['some'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(""crafted with a variety of toppings that are entirely plant-based"" and ""from vibrant vegetables to aromatic herbs"")']"
245,VegetarianPizzaEquivalent2,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(Since this is a type of pizza, it is assumed to have a pizza base, and the available class hierarchy includes PizzaBase as a fundamental component of pizzas.)']"
246,VegetarianTopping,hasIngredient,only,VegetableTopping,"{'remove': True, 'variant_rtype': ['some'], 'prop_variant': ['hasTopping'], 'generalize': [], 'specialize': []}","['This topping can include a variety of ingredients, such as cheeses, fruits, herbs, spices, nuts, sauces, and vegetables, all of which come together to create a deliciously satisfying and entirely plant‐based experience.']"
247,Veneziana,hasBase,some,PizzaBase,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(The description states that the pizza is ""all resting on a classic pizza base,"" which implies it must have a PizzaBase.)']"
248,Veneziana,hasCountryOfOrigin,some,Country,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(The description mentions ""Originating from a specific country,"" so the pizza must be associated with a Country.)']"
249,Veneziana,hasTopping,some,CaperTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(The pizza ""features a harmonious blend of toppings that includes capers,"" which maps to CaperTopping.)']"
250,Veneziana,hasTopping,some,MozzarellaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['CheeseTopping'], 'specialize': []}","['(The description highlights ""mozzarella cheese"" as one of its components, corresponding to MozzarellaTopping.)']"
251,Veneziana,hasTopping,some,OliveTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(It is stated that the pizza includes ""olives,"" which corresponds to OliveTopping.)']"
252,Veneziana,hasTopping,some,OnionTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(The description lists ""onions"" among the toppings, which maps to OnionTopping.)']"
253,Veneziana,hasTopping,some,PineKernels,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': [], 'specialize': []}","['(The pizza includes ""pine kernels,"" and PineKernels is included in the hierarchy under NutTopping.)']"
254,Veneziana,hasTopping,some,SultanaTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['FruitTopping'], 'specialize': []}","['(The text mentions ""sultanas"" as one of the toppings, which corresponds to SultanaTopping under FruitTopping.)']"
255,Veneziana,hasTopping,some,TomatoTopping,"{'remove': True, 'variant_rtype': ['only'], 'prop_variant': [], 'generalize': ['VegetableTopping'], 'specialize': []}","['(The pizza includes ""tomatoes,"" and TomatoTopping in the hierarchy represents tomato-based toppings.)']"
